id,title,description,price,image_url,country,location,category,instruction,input,response,attractions,best_time,halal_info,budget_level,suggested_days,tags
122,"Bishkek, Kyrgyzstan - Tour Package",Visa requirements vary by nationality. Check the embassy website or official government portal for the latest visa rules for Kyrgyzstan.,2500,https://images.unsplash.com/photo-1466427573353-ca4d2ca1ee6d?ixlib=rb-4.0.3&auto=format&fit=crop&w=800&q=60,Kyrgyzstan,Bishkek,Q&A,How do I get a visa for Kyrgyzstan (if needed)?,,Visa requirements vary by nationality. Check the embassy website or official government portal for the latest visa rules for Kyrgyzstan.,Son-Kul Lake; Burana Tower; Issyk-Kul Lake,June–September,halal available,luxury,5,"food, luxury, history"
123,"Mary, Turkmenistan - Tour Package",List halal-friendly cities and facilities in Turkmenistan.,800,https://images.unsplash.com/photo-1488646953014-85cb44e25828?ixlib=rb-4.0.3&auto=format&fit=crop&w=800&q=60,Turkmenistan,Mary,User_Preference,I need halal-friendly accommodation and nearby mosques.,,List halal-friendly cities and facilities in Turkmenistan.,Kunya-Urgench; Ruins of Merv; Nisa Fortress,"April–June, September–October",halal available,budget,3,"budget, halal, food"
124,"Aktau, Kazakhstan - Tour Package","Popular activities include hiking, horseback riding, lake visits, and cultural walks depending on the country.",800,https://images.unsplash.com/photo-1488646953014-85cb44e25828?ixlib=rb-4.0.3&auto=format&fit=crop&w=800&q=60,Kazakhstan,Aktau,Q&A,What outdoor activities are popular in Kazakhstan?,,"Popular activities include hiking, horseback riding, lake visits, and cultural walks depending on the country.",Big Almaty Lake; Bayterek Tower; Charyn Canyon,May–September,halal available,budget,2,"halal, budget, adventure"
125,"Astana, Kazakhstan - Tour Package","Recommend outdoor, nature-focused destinations in Kazakhstan.",2500,https://images.unsplash.com/photo-1488646953014-85cb44e25828?ixlib=rb-4.0.3&auto=format&fit=crop&w=800&q=60,Kazakhstan,Astana,User_Preference,I prefer mountains and hiking.,,"Recommend outdoor, nature-focused destinations in Kazakhstan.",Charyn Canyon; Bayterek Tower; Aksu-Zhabagly,May–September,halal available,luxury,10,"history, halal, food"
126,"Mary, Turkmenistan - Tour Package","Mary in Turkmenistan is known for Ruins of Merv and rich cultural heritage. Best time to visit: April–June, September–October. Popular foods: Ichlekli...",1500,https://images.unsplash.com/photo-1488646953014-85cb44e25828?ixlib=rb-4.0.3&auto=format&fit=crop&w=800&q=60,Turkmenistan,Mary,Destination,"Provide a short description of Mary, Turkmenistan.",,"Mary in Turkmenistan is known for Ruins of Merv and rich cultural heritage. Best time to visit: April–June, September–October. Popular foods: Ichlekli.",Ruins of Merv; Yangykala Canyon; Nisa Fortress,"April–June, September–October",halal available,mid-range,3,"adventure, luxury, family"
127,"Naryn, Kyrgyzstan - Tour Package","Yes, Naryn has halal restaurants. Popular options include local Central Asian cuisine and some halal-certified eateries in the city center.",2500,https://images.unsplash.com/photo-1488646953014-85cb44e25828?ixlib=rb-4.0.3&auto=format&fit=crop&w=800&q=60,Kyrgyzstan,Naryn,Q&A,"Are there halal restaurants in Naryn, Kyrgyzstan?",,"Yes, Naryn has halal restaurants. Popular options include local Central Asian cuisine and some halal-certified eateries in the city center.",Burana Tower; Son-Kul Lake; Ala-Too Square,June–September,halal available,luxury,4,"luxury, budget, food"
128,"Panjakent, Tajikistan - Tour Package",Panjakent in Tajikistan is known for Pamir Mountains and rich cultural heritage. Best time to visit: May–September. Popular foods: Qurutob.,1500,https://images.unsplash.com/photo-1488646953014-85cb44e25828?ixlib=rb-4.0.3&auto=format&fit=crop&w=800&q=60,Tajikistan,Panjakent,Destination,"Provide a short description of Panjakent, Tajikistan.",,Panjakent in Tajikistan is known for Pamir Mountains and rich cultural heritage. Best time to visit: May–September. Popular foods: Qurutob.,Ancient Penjikent; Pamir Mountains; Rudaki Park,May–September,halal available,mid-range,10,"halal, family, history"
129,"Ashgabat, Turkmenistan - Tour Package",You will find mosques and prayer areas near major attractions; ask at information centers for exact locations.,800,https://images.unsplash.com/photo-1488646953014-85cb44e25828?ixlib=rb-4.0.3&auto=format&fit=crop&w=800&q=60,Turkmenistan,Ashgabat,Q&A,Which mosque or prayer facilities are near Ashgabat's main attractions?,,You will find mosques and prayer areas near major attractions; ask at information centers for exact locations.,Ruins of Merv; Nisa Fortress; Yangykala Canyon,"April–June, September–October",limited halal options,budget,10,"budget, history, nature"
130,"Khorog, Tajikistan - Tour Package",Suggest budget-friendly destinations and tips in Tajikistan.,1500,https://images.unsplash.com/photo-1488646953014-85cb44e25828?ixlib=rb-4.0.3&auto=format&fit=crop&w=800&q=60,Tajikistan,Khorog,User_Preference,I travel on a budget.,,Suggest budget-friendly destinations and tips in Tajikistan.,Iskanderkul; Rudaki Park; Fann Mountains,May–September,halal available,mid-range,1,"halal, nature, history"
131,"Bishkek, Kyrgyzstan - Tour Package",I can recommend popular halal restaurants nearby — any cuisine preference?,1500,https://images.unsplash.com/photo-1466427573353-ca4d2ca1ee6d?ixlib=rb-4.0.3&auto=format&fit=crop&w=800&q=60,Kyrgyzstan,Bishkek,Conversation,I am looking for halal food in Bishkek.,,I can recommend popular halal restaurants nearby — any cuisine preference?,Issyk-Kul Lake; Fairy Tale Canyon; Ala-Too Square,June–September,halal available,mid-range,7,"food, budget, halal"
132,"Istaravshan, Tajikistan - Tour Package",Istaravshan in Tajikistan is known for Iskanderkul and rich cultural heritage. Best time to visit: May–September. Popular foods: Qurutob.,2500,https://images.unsplash.com/photo-1488646953014-85cb44e25828?ixlib=rb-4.0.3&auto=format&fit=crop&w=800&q=60,Tajikistan,Istaravshan,Destination,"Provide a short description of Istaravshan, Tajikistan.",,Istaravshan in Tajikistan is known for Iskanderkul and rich cultural heritage. Best time to visit: May–September. Popular foods: Qurutob.,Fann Mountains; Pamir Mountains; Iskanderkul,May–September,halal available,luxury,5,"budget, history, food"
133,"Shymkent, Kazakhstan - Tour Package","Yes, Shymkent has halal restaurants. Popular options include local Central Asian cuisine and some halal-certified eateries in the city center.",1500,https://images.unsplash.com/photo-1488646953014-85cb44e25828?ixlib=rb-4.0.3&auto=format&fit=crop&w=800&q=60,Kazakhstan,Shymkent,Q&A,"Are there halal restaurants in Shymkent, Kazakhstan?",,"Yes, Shymkent has halal restaurants. Popular options include local Central Asian cuisine and some halal-certified eateries in the city center.",Big Almaty Lake; Aksu-Zhabagly; Charyn Canyon,May–September,halal available,mid-range,5,"history, halal, family"
134,"Mary, Turkmenistan - Tour Package",I can recommend popular halal restaurants nearby — any cuisine preference?,2500,https://images.unsplash.com/photo-1488646953014-85cb44e25828?ixlib=rb-4.0.3&auto=format&fit=crop&w=800&q=60,Turkmenistan,Mary,Conversation,I am looking for halal food in Mary.,,I can recommend popular halal restaurants nearby — any cuisine preference?,Kunya-Urgench; Darvaza Gas Crater; Nisa Fortress,"April–June, September–October",halal available,luxury,4,"food, halal, budget"
135,"Shakhrisabz, Uzbekistan - Tour Package",Recommend cities for history & food lovers in Uzbekistan.,800,https://images.unsplash.com/photo-1488646953014-85cb44e25828?ixlib=rb-4.0.3&auto=format&fit=crop&w=800&q=60,Uzbekistan,Shakhrisabz,User_Preference,I like historical sites and local food.,,Recommend cities for history & food lovers in Uzbekistan.,Shah-i-Zinda; Registan; Gur-e-Amir,"April–June, September–October",halal available,budget,7,"budget, food, luxury"
136,"Bukhara, Uzbekistan - Tour Package",I can recommend popular halal restaurants nearby — any cuisine preference?,1500,https://images.unsplash.com/photo-1488646953014-85cb44e25828?ixlib=rb-4.0.3&auto=format&fit=crop&w=800&q=60,Uzbekistan,Bukhara,Conversation,I am looking for halal food in Bukhara.,,I can recommend popular halal restaurants nearby — any cuisine preference?,Gur-e-Amir; Registan; Ark Fortress,"April–June, September–October",halal available,mid-range,2,"history, food, family"
137,"Osh, Kyrgyzstan - Tour Package",Sure — how many family members and ages?,1500,https://images.unsplash.com/photo-1488646953014-85cb44e25828?ixlib=rb-4.0.3&auto=format&fit=crop&w=800&q=60,Kyrgyzstan,Osh,Conversation,Can you help me plan a family trip to Osh?,,Sure — how many family members and ages?,Son-Kul Lake; Issyk-Kul Lake; Ala-Too Square,June–September,halal available,mid-range,1,"family, nature, history"
138,"Almaty, Kazakhstan - Tour Package",Kazakhstan offers diverse travel experiences; let me know your interests.,800,https://images.unsplash.com/photo-1560707303-4e980ce876ad?ixlib=rb-4.0.3&auto=format&fit=crop&w=800&q=60,Kazakhstan,Almaty,Q&A,How can I travel from Almaty to the capital of Kazakhstan?,,Kazakhstan offers diverse travel experiences; let me know your interests.,Aksu-Zhabagly; Big Almaty Lake; Bayterek Tower,May–September,halal available,budget,10,"adventure, food, budget"
139,"Bukhara, Uzbekistan - Tour Package",You will find mosques and prayer areas near major attractions; ask at information centers for exact locations.,1500,https://images.unsplash.com/photo-1488646953014-85cb44e25828?ixlib=rb-4.0.3&auto=format&fit=crop&w=800&q=60,Uzbekistan,Bukhara,Q&A,Which mosque or prayer facilities are near Bukhara's main attractions?,,You will find mosques and prayer areas near major attractions; ask at information centers for exact locations.,Ark Fortress; Itchan Kala; Gur-e-Amir,"April–June, September–October",halal available,mid-range,3,"food, adventure, halal"
140,"Khorog, Tajikistan - Tour Package",List halal-friendly cities and facilities in Tajikistan.,800,https://images.unsplash.com/photo-1488646953014-85cb44e25828?ixlib=rb-4.0.3&auto=format&fit=crop&w=800&q=60,Tajikistan,Khorog,User_Preference,I need halal-friendly accommodation and nearby mosques.,,List halal-friendly cities and facilities in Tajikistan.,Iskanderkul; Rudaki Park; Ancient Penjikent,May–September,halal available,budget,5,"family, food, history"
141,"Bukhara, Uzbekistan - Tour Package","Bukhara in Uzbekistan is known for Ark Fortress and rich cultural heritage. Best time to visit: April–June, September–October. Popular foods: Samsa.",1500,https://images.unsplash.com/photo-1488646953014-85cb44e25828?ixlib=rb-4.0.3&auto=format&fit=crop&w=800&q=60,Uzbekistan,Bukhara,Destination,"Provide a short description of Bukhara, Uzbekistan.",,"Bukhara in Uzbekistan is known for Ark Fortress and rich cultural heritage. Best time to visit: April–June, September–October. Popular foods: Samsa.",Shah-i-Zinda; Itchan Kala; Registan,"April–June, September–October",halal available,mid-range,4,"history, halal, food"
142,"Dashoguz, Turkmenistan - Tour Package",You will find mosques and prayer areas near major attractions; ask at information centers for exact locations.,1500,https://images.unsplash.com/photo-1488646953014-85cb44e25828?ixlib=rb-4.0.3&auto=format&fit=crop&w=800&q=60,Turkmenistan,Dashoguz,Q&A,Which mosque or prayer facilities are near Dashoguz's main attractions?,,You will find mosques and prayer areas near major attractions; ask at information centers for exact locations.,Darvaza Gas Crater; Yangykala Canyon; Nisa Fortress,"April–June, September–October",halal available,mid-range,5,"food, history, nature"
143,"Dashoguz, Turkmenistan - Tour Package","Top attractions in Turkmenistan include Ruins of Merv, Nisa Fortress, Yangykala Canyon.",1500,https://images.unsplash.com/photo-1488646953014-85cb44e25828?ixlib=rb-4.0.3&auto=format&fit=crop&w=800&q=60,Turkmenistan,Dashoguz,Q&A,"Suggest top places to visit in Dashoguz, Turkmenistan.",,"Top attractions in Turkmenistan include Ruins of Merv, Nisa Fortress, Yangykala Canyon.",Kunya-Urgench; Darvaza Gas Crater; Nisa Fortress,"April–June, September–October",halal available,mid-range,3,"halal, adventure, history"
144,"Mary, Turkmenistan - Tour Package","Mary in Turkmenistan is known for Kunya-Urgench and rich cultural heritage. Best time to visit: April–June, September–October. Popular foods: Plov.",800,https://images.unsplash.com/photo-1488646953014-85cb44e25828?ixlib=rb-4.0.3&auto=format&fit=crop&w=800&q=60,Turkmenistan,Mary,Destination,"Provide a short description of Mary, Turkmenistan.",,"Mary in Turkmenistan is known for Kunya-Urgench and rich cultural heritage. Best time to visit: April–June, September–October. Popular foods: Plov.",Nisa Fortress; Ruins of Merv; Darvaza Gas Crater,"April–June, September–October",halal available,budget,4,"budget, family, history"
145,"Karakol, Kyrgyzstan - Tour Package",Nice — do you want a city-focused or nature-focused itinerary?,1500,https://images.unsplash.com/photo-1488646953014-85cb44e25828?ixlib=rb-4.0.3&auto=format&fit=crop&w=800&q=60,Kyrgyzstan,Karakol,Conversation,I have 7 days and want to explore Kyrgyzstan.,,Nice — do you want a city-focused or nature-focused itinerary?,Fairy Tale Canyon; Burana Tower; Son-Kul Lake,June–September,limited halal options,mid-range,2,"nature, luxury, history"
146,"Khujand, Tajikistan - Tour Package",Sure — how many family members and ages?,800,https://images.unsplash.com/photo-1488646953014-85cb44e25828?ixlib=rb-4.0.3&auto=format&fit=crop&w=800&q=60,Tajikistan,Khujand,Conversation,Can you help me plan a family trip to Khujand?,,Sure — how many family members and ages?,Iskanderkul; Fann Mountains; Rudaki Park,May–September,halal available,budget,5,"family, food, nature"
147,"Shymkent, Kazakhstan - Tour Package",Shymkent in Kazakhstan is known for Charyn Canyon and rich cultural heritage. Best time to visit: May–September. Popular foods: Beshbarmak.,2500,https://images.unsplash.com/photo-1488646953014-85cb44e25828?ixlib=rb-4.0.3&auto=format&fit=crop&w=800&q=60,Kazakhstan,Shymkent,Destination,"Provide a short description of Shymkent, Kazakhstan.",,Shymkent in Kazakhstan is known for Charyn Canyon and rich cultural heritage. Best time to visit: May–September. Popular foods: Beshbarmak.,Medeu Skating Rink; Aksu-Zhabagly; Big Almaty Lake,May–September,halal available,luxury,5,"halal, adventure, family"
148,"Aktau, Kazakhstan - Tour Package","Great! Do you prefer culture, nature, or adventure?",2500,https://images.unsplash.com/photo-1488646953014-85cb44e25828?ixlib=rb-4.0.3&auto=format&fit=crop&w=800&q=60,Kazakhstan,Aktau,Conversation,"Hi, I want to plan a trip to Kazakhstan.",,"Great! Do you prefer culture, nature, or adventure?",Bayterek Tower; Big Almaty Lake; Aksu-Zhabagly,May–September,halal available,luxury,4,"budget, luxury, family"
149,"Samarkand, Uzbekistan - Tour Package",Recommend cities for history & food lovers in Uzbekistan.,800,https://images.unsplash.com/photo-1584837403392-39b23aa8c9e0?ixlib=rb-4.0.3&auto=format&fit=crop&w=800&q=60,Uzbekistan,Samarkand,User_Preference,I like historical sites and local food.,,Recommend cities for history & food lovers in Uzbekistan.,Itchan Kala; Shah-i-Zinda; Ark Fortress,"April–June, September–October",halal available,budget,10,"food, budget, nature"
150,"Panjakent, Tajikistan - Tour Package",Recommend cities for history & food lovers in Tajikistan.,1500,https://images.unsplash.com/photo-1488646953014-85cb44e25828?ixlib=rb-4.0.3&auto=format&fit=crop&w=800&q=60,Tajikistan,Panjakent,User_Preference,I like historical sites and local food.,,Recommend cities for history & food lovers in Tajikistan.,Iskanderkul; Pamir Mountains; Rudaki Park,May–September,halal available,mid-range,7,"adventure, food, family"
151,"Bishkek, Kyrgyzstan - Tour Package","Popular activities include hiking, horseback riding, lake visits, and cultural walks depending on the country.",2500,https://images.unsplash.com/photo-1466427573353-ca4d2ca1ee6d?ixlib=rb-4.0.3&auto=format&fit=crop&w=800&q=60,Kyrgyzstan,Bishkek,Q&A,What outdoor activities are popular in Kyrgyzstan?,,"Popular activities include hiking, horseback riding, lake visits, and cultural walks depending on the country.",Fairy Tale Canyon; Burana Tower; Ala-Too Square,June–September,halal available,luxury,5,"nature, family, halal"
152,"Aktau, Kazakhstan - Tour Package","Recommend outdoor, nature-focused destinations in Kazakhstan.",800,https://images.unsplash.com/photo-1488646953014-85cb44e25828?ixlib=rb-4.0.3&auto=format&fit=crop&w=800&q=60,Kazakhstan,Aktau,User_Preference,I prefer mountains and hiking.,,"Recommend outdoor, nature-focused destinations in Kazakhstan.",Medeu Skating Rink; Bayterek Tower; Big Almaty Lake,May–September,halal available,budget,1,"history, halal, family"
153,"Osh, Kyrgyzstan - Tour Package",Sure — how many family members and ages?,2500,https://images.unsplash.com/photo-1488646953014-85cb44e25828?ixlib=rb-4.0.3&auto=format&fit=crop&w=800&q=60,Kyrgyzstan,Osh,Conversation,Can you help me plan a family trip to Osh?,,Sure — how many family members and ages?,Fairy Tale Canyon; Ala-Too Square; Issyk-Kul Lake,June–September,halal available,luxury,3,"family, adventure, nature"
154,"Khorog, Tajikistan - Tour Package",Khorog in Tajikistan is known for Iskanderkul and rich cultural heritage. Best time to visit: May–September. Popular foods: Qurutob.,1500,https://images.unsplash.com/photo-1488646953014-85cb44e25828?ixlib=rb-4.0.3&auto=format&fit=crop&w=800&q=60,Tajikistan,Khorog,Destination,"Provide a short description of Khorog, Tajikistan.",,Khorog in Tajikistan is known for Iskanderkul and rich cultural heritage. Best time to visit: May–September. Popular foods: Qurutob.,Rudaki Park; Ancient Penjikent; Pamir Mountains,May–September,halal available,mid-range,5,"food, luxury, halal"
155,"Karakol, Kyrgyzstan - Tour Package","Recommend outdoor, nature-focused destinations in Kyrgyzstan.",800,https://images.unsplash.com/photo-1488646953014-85cb44e25828?ixlib=rb-4.0.3&auto=format&fit=crop&w=800&q=60,Kyrgyzstan,Karakol,User_Preference,I prefer mountains and hiking.,,"Recommend outdoor, nature-focused destinations in Kyrgyzstan.",Burana Tower; Ala-Too Square; Issyk-Kul Lake,June–September,halal available,budget,3,"luxury, nature, budget"
156,"Tashkent, Uzbekistan - Tour Package",Uzbekistan is generally safe for tourists; follow usual travel safety precautions and check local advice for female travelers.,800,https://images.unsplash.com/photo-1567427217543-7c3f0533cf63?ixlib=rb-4.0.3&auto=format&fit=crop&w=800&q=60,Uzbekistan,Tashkent,Q&A,Is Uzbekistan safe for solo female travelers?,,Uzbekistan is generally safe for tourists; follow usual travel safety precautions and check local advice for female travelers.,Shah-i-Zinda; Itchan Kala; Registan,"April–June, September–October",limited halal options,budget,10,"halal, family, luxury"
157,"Osh, Kyrgyzstan - Tour Package",Sure — how many family members and ages?,1500,https://images.unsplash.com/photo-1488646953014-85cb44e25828?ixlib=rb-4.0.3&auto=format&fit=crop&w=800&q=60,Kyrgyzstan,Osh,Conversation,Can you help me plan a family trip to Osh?,,Sure — how many family members and ages?,Fairy Tale Canyon; Son-Kul Lake; Issyk-Kul Lake,June–September,halal available,mid-range,1,"nature, adventure, family"
158,"Khujand, Tajikistan - Tour Package",Day 1: Explore the city highlights in Khujand. Day 2: Visit nearby cultural or nature spots. Day 3: Shopping and local cuisine. Adjust based on intere...,2500,https://images.unsplash.com/photo-1488646953014-85cb44e25828?ixlib=rb-4.0.3&auto=format&fit=crop&w=800&q=60,Tajikistan,Khujand,Q&A,"Recommend a 3-day itinerary for Khujand, Tajikistan.",,Day 1: Explore the city highlights in Khujand. Day 2: Visit nearby cultural or nature spots. Day 3: Shopping and local cuisine. Adjust based on interests.,Iskanderkul; Ancient Penjikent; Pamir Mountains,May–September,halal available,luxury,7,"luxury, food, family"
159,"Tashkent, Uzbekistan - Tour Package","Tashkent in Uzbekistan is known for Ark Fortress and rich cultural heritage. Best time to visit: April–June, September–October. Popular foods: Shashli...",800,https://images.unsplash.com/photo-1567427217543-7c3f0533cf63?ixlib=rb-4.0.3&auto=format&fit=crop&w=800&q=60,Uzbekistan,Tashkent,Destination,"Provide a short description of Tashkent, Uzbekistan.",,"Tashkent in Uzbekistan is known for Ark Fortress and rich cultural heritage. Best time to visit: April–June, September–October. Popular foods: Shashlik.",Ark Fortress; Itchan Kala; Gur-e-Amir,"April–June, September–October",halal available,budget,5,"adventure, food, family"
160,"Bishkek, Kyrgyzstan - Tour Package","Try local dishes like Kuurdak, Laghman when in Bishkek.",1500,https://images.unsplash.com/photo-1466427573353-ca4d2ca1ee6d?ixlib=rb-4.0.3&auto=format&fit=crop&w=800&q=60,Kyrgyzstan,Bishkek,Q&A,What local dishes should I try in Bishkek?,,"Try local dishes like Kuurdak, Laghman when in Bishkek.",Fairy Tale Canyon; Ala-Too Square; Son-Kul Lake,June–September,limited halal options,mid-range,3,"halal, family, food"
161,"Astana, Kazakhstan - Tour Package",Astana in Kazakhstan is known for Big Almaty Lake and rich cultural heritage. Best time to visit: May–September. Popular foods: Baursak.,1500,https://images.unsplash.com/photo-1488646953014-85cb44e25828?ixlib=rb-4.0.3&auto=format&fit=crop&w=800&q=60,Kazakhstan,Astana,Destination,"Provide a short description of Astana, Kazakhstan.",,Astana in Kazakhstan is known for Big Almaty Lake and rich cultural heritage. Best time to visit: May–September. Popular foods: Baursak.,Charyn Canyon; Aksu-Zhabagly; Big Almaty Lake,May–September,halal available,mid-range,10,"luxury, family, adventure"
162,"Aktau, Kazakhstan - Tour Package",Nice — do you want a city-focused or nature-focused itinerary?,2500,https://images.unsplash.com/photo-1488646953014-85cb44e25828?ixlib=rb-4.0.3&auto=format&fit=crop&w=800&q=60,Kazakhstan,Aktau,Conversation,I have 7 days and want to explore Kazakhstan.,,Nice — do you want a city-focused or nature-focused itinerary?,Bayterek Tower; Aksu-Zhabagly; Charyn Canyon,May–September,halal available,luxury,7,"family, luxury, food"
163,"Balkanabat, Turkmenistan - Tour Package","Balkanabat in Turkmenistan is known for Yangykala Canyon and rich cultural heritage. Best time to visit: April–June, September–October. Popular foods:...",800,https://images.unsplash.com/photo-1488646953014-85cb44e25828?ixlib=rb-4.0.3&auto=format&fit=crop&w=800&q=60,Turkmenistan,Balkanabat,Destination,"Provide a short description of Balkanabat, Turkmenistan.",,"Balkanabat in Turkmenistan is known for Yangykala Canyon and rich cultural heritage. Best time to visit: April–June, September–October. Popular foods: Plov.",Kunya-Urgench; Darvaza Gas Crater; Ruins of Merv,"April–June, September–October",halal available,budget,4,"family, budget, halal"
164,"Shakhrisabz, Uzbekistan - Tour Package","Shakhrisabz in Uzbekistan is known for Shah-i-Zinda and rich cultural heritage. Best time to visit: April–June, September–October. Popular foods: Shas...",2500,https://images.unsplash.com/photo-1488646953014-85cb44e25828?ixlib=rb-4.0.3&auto=format&fit=crop&w=800&q=60,Uzbekistan,Shakhrisabz,Destination,"Provide a short description of Shakhrisabz, Uzbekistan.",,"Shakhrisabz in Uzbekistan is known for Shah-i-Zinda and rich cultural heritage. Best time to visit: April–June, September–October. Popular foods: Shashlik.",Gur-e-Amir; Registan; Ark Fortress,"April–June, September–October",halal available,luxury,7,"budget, nature, halal"
165,"Almaty, Kazakhstan - Tour Package",Almaty in Kazakhstan is known for Charyn Canyon and rich cultural heritage. Best time to visit: May–September. Popular foods: Beshbarmak.,1500,https://images.unsplash.com/photo-1560707303-4e980ce876ad?ixlib=rb-4.0.3&auto=format&fit=crop&w=800&q=60,Kazakhstan,Almaty,Destination,"Provide a short description of Almaty, Kazakhstan.",,Almaty in Kazakhstan is known for Charyn Canyon and rich cultural heritage. Best time to visit: May–September. Popular foods: Beshbarmak.,Charyn Canyon; Big Almaty Lake; Medeu Skating Rink,May–September,halal available,mid-range,7,"adventure, luxury, family"
166,"Dashoguz, Turkmenistan - Tour Package","Great! Do you prefer culture, nature, or adventure?",2500,https://images.unsplash.com/photo-1488646953014-85cb44e25828?ixlib=rb-4.0.3&auto=format&fit=crop&w=800&q=60,Turkmenistan,Dashoguz,Conversation,"Hi, I want to plan a trip to Turkmenistan.",,"Great! Do you prefer culture, nature, or adventure?",Ruins of Merv; Yangykala Canyon; Nisa Fortress,"April–June, September–October",halal available,luxury,4,"budget, food, nature"
167,"Panjakent, Tajikistan - Tour Package",Day 1: Explore the city highlights in Panjakent. Day 2: Visit nearby cultural or nature spots. Day 3: Shopping and local cuisine. Adjust based on inte...,1500,https://images.unsplash.com/photo-1488646953014-85cb44e25828?ixlib=rb-4.0.3&auto=format&fit=crop&w=800&q=60,Tajikistan,Panjakent,Q&A,"Recommend a 3-day itinerary for Panjakent, Tajikistan.",,Day 1: Explore the city highlights in Panjakent. Day 2: Visit nearby cultural or nature spots. Day 3: Shopping and local cuisine. Adjust based on interests.,Fann Mountains; Rudaki Park; Iskanderkul,May–September,limited halal options,mid-range,5,"family, nature, food"
168,"Osh, Kyrgyzstan - Tour Package",Osh in Kyrgyzstan is known for Son-Kul Lake and rich cultural heritage. Best time to visit: June–September. Popular foods: Laghman.,2500,https://images.unsplash.com/photo-1488646953014-85cb44e25828?ixlib=rb-4.0.3&auto=format&fit=crop&w=800&q=60,Kyrgyzstan,Osh,Destination,"Provide a short description of Osh, Kyrgyzstan.",,Osh in Kyrgyzstan is known for Son-Kul Lake and rich cultural heritage. Best time to visit: June–September. Popular foods: Laghman.,Son-Kul Lake; Burana Tower; Fairy Tale Canyon,June–September,limited halal options,luxury,3,"family, history, luxury"
169,"Dashoguz, Turkmenistan - Tour Package",Sure — how many family members and ages?,2500,https://images.unsplash.com/photo-1488646953014-85cb44e25828?ixlib=rb-4.0.3&auto=format&fit=crop&w=800&q=60,Turkmenistan,Dashoguz,Conversation,Can you help me plan a family trip to Dashoguz?,,Sure — how many family members and ages?,Nisa Fortress; Ruins of Merv; Kunya-Urgench,"April–June, September–October",halal available,luxury,1,"halal, adventure, luxury"
170,"Naryn, Kyrgyzstan - Tour Package","Look for guesthouses, family-run hotels, and budget hostels near the city center or transport hubs.",800,https://images.unsplash.com/photo-1488646953014-85cb44e25828?ixlib=rb-4.0.3&auto=format&fit=crop&w=800&q=60,Kyrgyzstan,Naryn,Q&A,"Suggest budget accommodation options in Naryn, Kyrgyzstan.",,"Look for guesthouses, family-run hotels, and budget hostels near the city center or transport hubs.",Fairy Tale Canyon; Burana Tower; Son-Kul Lake,June–September,halal available,budget,1,"adventure, nature, history"
171,"Mary, Turkmenistan - Tour Package","Mary in Turkmenistan is known for Darvaza Gas Crater and rich cultural heritage. Best time to visit: April–June, September–October. Popular foods: Ich...",2500,https://images.unsplash.com/photo-1488646953014-85cb44e25828?ixlib=rb-4.0.3&auto=format&fit=crop&w=800&q=60,Turkmenistan,Mary,Destination,"Provide a short description of Mary, Turkmenistan.",,"Mary in Turkmenistan is known for Darvaza Gas Crater and rich cultural heritage. Best time to visit: April–June, September–October. Popular foods: Ichlekli.",Kunya-Urgench; Nisa Fortress; Yangykala Canyon,"April–June, September–October",halal available,luxury,10,"food, history, family"
172,"Karaganda, Kazakhstan - Tour Package",Karaganda in Kazakhstan is known for Big Almaty Lake and rich cultural heritage. Best time to visit: May–September. Popular foods: Kurt.,800,https://images.unsplash.com/photo-1488646953014-85cb44e25828?ixlib=rb-4.0.3&auto=format&fit=crop&w=800&q=60,Kazakhstan,Karaganda,Destination,"Provide a short description of Karaganda, Kazakhstan.",,Karaganda in Kazakhstan is known for Big Almaty Lake and rich cultural heritage. Best time to visit: May–September. Popular foods: Kurt.,Medeu Skating Rink; Bayterek Tower; Aksu-Zhabagly,May–September,halal available,budget,10,"nature, halal, family"
173,"Aktau, Kazakhstan - Tour Package","Great! Do you prefer culture, nature, or adventure?",800,https://images.unsplash.com/photo-1488646953014-85cb44e25828?ixlib=rb-4.0.3&auto=format&fit=crop&w=800&q=60,Kazakhstan,Aktau,Conversation,"Hi, I want to plan a trip to Kazakhstan.",,"Great! Do you prefer culture, nature, or adventure?",Medeu Skating Rink; Big Almaty Lake; Charyn Canyon,May–September,limited halal options,budget,10,"budget, luxury, adventure"
174,"Shymkent, Kazakhstan - Tour Package","Great! Do you prefer culture, nature, or adventure?",2500,https://images.unsplash.com/photo-1488646953014-85cb44e25828?ixlib=rb-4.0.3&auto=format&fit=crop&w=800&q=60,Kazakhstan,Shymkent,Conversation,"Hi, I want to plan a trip to Kazakhstan.",,"Great! Do you prefer culture, nature, or adventure?",Bayterek Tower; Charyn Canyon; Medeu Skating Rink,May–September,halal available,luxury,5,"luxury, nature, family"
175,"Khorog, Tajikistan - Tour Package","Top attractions in Tajikistan include Fann Mountains, Pamir Mountains, Ancient Penjikent.",2500,https://images.unsplash.com/photo-1488646953014-85cb44e25828?ixlib=rb-4.0.3&auto=format&fit=crop&w=800&q=60,Tajikistan,Khorog,Q&A,"Suggest top places to visit in Khorog, Tajikistan.",,"Top attractions in Tajikistan include Fann Mountains, Pamir Mountains, Ancient Penjikent.",Rudaki Park; Fann Mountains; Ancient Penjikent,May–September,halal available,luxury,3,"family, luxury, halal"
